# All refereed publications based on data obtained from the HLA must carry the following footnote: 
#
#     Based on observations made with the NASA/ESA Hubble Space Telescope,
#     and obtained from the Hubble Legacy Archive, which is a collaboration
#     between the Space Telescope Science Institute (STScI/NASA), the Space
#     Telescope European Coordinating Facility (ST-ECF/ESA) and the Canadian
#     Astronomy Data Centre (CADC/NRC/CSA).
#
# One copy of each paper resulting from data obtained from the HLA should be sent to the STScI
# ---------------------------------------------------------------------------------------------------------
# Proposal ID    :      10775
# Image File Name: hst_10775_60_wfpc2_total_wf_drz.fits                                                                
# Target Name    : NGC104                                                                          
# Date Observed  : 2006-03-13          
# Time Observed  : 01:42:15            
# Instrument     : WFPC2   
# Detector       : WFPC2/WFC
# Target RA      :     6.021667
# Target DEC     :   -72.080833
# Orientation    :        0.000
# Aperture RA    :  -999.000000
# Aperture DEC   :  -999.000000
# Aperture PA    :     -999.000
# Exposure Start : 53807.070000
# Exposure Time  :      326.000
# CCD Gain       :     -999.000
# Filter 1       : detection
# Filter 2       :         
# ---------------------------------------------------------------------------------------------------------
# Data Release Version :            (DAOphot Catalog)
# Aperture Radius      :0.30
# Nobj                 :       4579
#
#  Object      Pixel Position      ICRS Coordinates        f606w    f814w    f606w    f814w
#      ID       X          Y       RA          DEC     | MagAP2----------| TotMag----------| CI--------------| Flags-----------
      492    596.554    519.602   5.8965324 -72.1785217   20.320   20.296   20.150   20.112    1.063    0.836        0       16 
      501    463.905    522.186   5.9085716 -72.1784468   17.500   17.416   17.330   17.232    0.824    0.923       16        0 
      503   1656.374    521.897   5.8003417 -72.1784568   23.326   22.331   23.156   22.147    0.922    0.848        0       16 
      507   1509.814    522.839   5.8136437 -72.1784336   21.586   20.853   21.416   20.669    0.814    0.897       16        0 
      508   1662.788    523.425   5.7997596 -72.1784142   20.377   19.804   20.207   19.620    0.916    0.816        0       16 
      516   1378.687    523.901   5.8255449 -72.1784060   23.292   22.044   23.122   21.860    1.111    1.225        0        0 
      522   1357.435    526.022   5.8274739 -72.1783473   24.246   22.512   24.076   22.328    0.641    1.068       24        0 
      533   1680.878    528.829   5.7981182 -72.1782637   22.758   21.787   22.588   21.603    0.788    0.893       16        0 
      540   1387.611    530.052   5.8247352 -72.1782350   23.871   24.004   23.701   23.820    0.942    0.792        0       24 
      558   1592.113    534.211   5.8061749 -72.1781161   19.869   19.512   19.699   19.328    0.866    0.932        0        0 
      568   1427.196    536.478   5.8211428 -72.1780560   24.547   22.896   24.377   22.712    0.744    0.973       24        0 
      590   2090.669    542.438   5.7609273 -72.1778721   17.943   17.847   17.773   17.663    0.863    0.920        0        0 
